[ 2026-03-16 17:12:40,639 ] asyncio - DEBUG - Using proactor: IocpProactor
[ 2026-03-16 17:31:10,130 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.ListObjects: calling handler <bound method S3RegionRedirectorv2.annotate_request_context of <botocore.utils.S3RegionRedirectorv2 object at 0x0000014B43733E10>>
[ 2026-03-16 17:31:10,130 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.ListObjects: calling handler <bound method ClientCreator._inject_s3_input_parameters of <botocore.client.ClientCreator object at 0x0000014B42DC0210>>
[ 2026-03-16 17:31:10,130 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.ListObjects: calling handler <function generate_idempotent_uuid at 0x0000014B2F5DC9A0>
[ 2026-03-16 17:31:10,130 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.ListObjects: calling handler <function _handle_request_validation_mode_member at 0x0000014B2F5DF600>
[ 2026-03-16 17:31:10,130 ] botocore.hooks - DEBUG - Event before-endpoint-resolution.s3: calling handler <function customize_endpoint_resolver_builtins at 0x0000014B2F5DF100>
[ 2026-03-16 17:31:10,130 ] botocore.hooks - DEBUG - Event before-endpoint-resolution.s3: calling handler <bound method S3RegionRedirectorv2.redirect_from_cache of <botocore.utils.S3RegionRedirectorv2 object at 0x0000014B43733E10>>
[ 2026-03-16 17:31:10,130 ] botocore.regions - DEBUG - Calling endpoint provider with parameters: {'Bucket': 'career-swtich-142333318099-ap-southeast-1-an', 'Region': 'ap-southeast-1', 'UseFIPS': False, 'UseDualStack': False, 'ForcePathStyle': False, 'Accelerate': False, 'UseGlobalEndpoint': False, 'Prefix': 'model.pkl', 'DisableMultiRegionAccessPoints': False, 'UseArnRegion': True}
[ 2026-03-16 17:31:10,130 ] botocore.regions - DEBUG - Endpoint provider result: https://career-swtich-142333318099-ap-southeast-1-an.s3.ap-southeast-1.amazonaws.com
[ 2026-03-16 17:31:10,130 ] botocore.regions - DEBUG - Selecting from endpoint provider's list of auth schemes: "sigv4". User selected auth scheme is: "None"
[ 2026-03-16 17:31:10,139 ] botocore.regions - DEBUG - Selected auth type "v4" as "v4" with signing context params: {'region': 'ap-southeast-1', 'signing_name': 's3', 'disableDoubleEncoding': True}
[ 2026-03-16 17:31:10,141 ] botocore.hooks - DEBUG - Event before-call.s3.ListObjects: calling handler <function add_expect_header at 0x0000014B2F5DCF40>
[ 2026-03-16 17:31:10,141 ] botocore.hooks - DEBUG - Event before-call.s3.ListObjects: calling handler <bound method S3ExpressIdentityResolver.apply_signing_cache_key of <botocore.utils.S3ExpressIdentityResolver object at 0x0000014B43740990>>
[ 2026-03-16 17:31:10,141 ] botocore.hooks - DEBUG - Event before-call.s3.ListObjects: calling handler <function add_recursion_detection_header at 0x0000014B2F355F80>
[ 2026-03-16 17:31:10,143 ] botocore.hooks - DEBUG - Event before-call.s3.ListObjects: calling handler <function inject_api_version_header_if_needed at 0x0000014B2F5DE480>
[ 2026-03-16 17:31:10,143 ] botocore.endpoint - DEBUG - Making request for OperationModel(name=ListObjects) with params: {'url_path': '', 'query_string': {'prefix': 'model.pkl', 'encoding-type': 'url'}, 'method': 'GET', 'headers': {'User-Agent': 'Boto3/1.42.66 md/Botocore#1.42.66 ua/2.1 os/windows#10 md/arch#amd64 lang/python#3.11.9 md/pyimpl#CPython m/C,D,e,Z,b cfg/retry-mode#legacy Botocore/1.42.66 Resource'}, 'body': b'', 'auth_path': '/career-swtich-142333318099-ap-southeast-1-an/', 'url': 'https://career-swtich-142333318099-ap-southeast-1-an.s3.ap-southeast-1.amazonaws.com/?prefix=model.pkl&encoding-type=url', 'context': {'client_region': 'ap-southeast-1', 'client_config': <botocore.config.Config object at 0x0000014B41BB79D0>, 'has_streaming_input': False, 'auth_type': 'v4', 'unsigned_payload': None, 'auth_options': ['aws.auth#sigv4'], 'encoding_type_auto_set': True, 's3_redirect': {'redirected': False, 'bucket': 'career-swtich-142333318099-ap-southeast-1-an', 'params': {'Bucket': 'career-swtich-142333318099-ap-southeast-1-an', 'Prefix': 'model.pkl', 'EncodingType': 'url'}}, 'input_params': {'Bucket': 'career-swtich-142333318099-ap-southeast-1-an', 'Prefix': 'model.pkl'}, 'signing': {'region': 'ap-southeast-1', 'signing_name': 's3', 'disableDoubleEncoding': True}, 'endpoint_properties': {'authSchemes': [{'disableDoubleEncoding': True, 'name': 'sigv4', 'signingName': 's3', 'signingRegion': 'ap-southeast-1'}]}}}
[ 2026-03-16 17:31:10,146 ] botocore.hooks - DEBUG - Event request-created.s3.ListObjects: calling handler <bound method RequestSigner.handler of <botocore.signers.RequestSigner object at 0x0000014B43713D90>>
[ 2026-03-16 17:31:10,146 ] botocore.hooks - DEBUG - Event choose-signer.s3.ListObjects: calling handler <bound method ClientCreator._default_s3_presign_to_sigv2 of <botocore.client.ClientCreator object at 0x0000014B42DC0210>>
[ 2026-03-16 17:31:10,146 ] botocore.hooks - DEBUG - Event choose-signer.s3.ListObjects: calling handler <function set_operation_specific_signer at 0x0000014B2F5DC720>
[ 2026-03-16 17:31:10,146 ] botocore.hooks - DEBUG - Event before-sign.s3.ListObjects: calling handler <function remove_arn_from_signing_path at 0x0000014B2F5DF060>
[ 2026-03-16 17:31:10,146 ] botocore.hooks - DEBUG - Event before-sign.s3.ListObjects: calling handler <function _set_extra_headers_for_unsigned_request at 0x0000014B2F5DF6A0>
[ 2026-03-16 17:31:10,146 ] botocore.hooks - DEBUG - Event before-sign.s3.ListObjects: calling handler <bound method S3ExpressIdentityResolver.resolve_s3express_identity of <botocore.utils.S3ExpressIdentityResolver object at 0x0000014B43740990>>
[ 2026-03-16 17:31:10,146 ] botocore.auth - DEBUG - Calculating signature using v4 auth.
[ 2026-03-16 17:31:10,146 ] botocore.auth - DEBUG - CanonicalRequest:
GET
/
encoding-type=url&prefix=model.pkl
host:career-swtich-142333318099-ap-southeast-1-an.s3.ap-southeast-1.amazonaws.com
x-amz-content-sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
x-amz-date:20260316T113110Z

host;x-amz-content-sha256;x-amz-date
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
[ 2026-03-16 17:31:10,146 ] botocore.auth - DEBUG - StringToSign:
AWS4-HMAC-SHA256
20260316T113110Z
20260316/ap-southeast-1/s3/aws4_request
f0e5b698e8af09ed55b70944d2534045ad0d99739f409d92f8901b79aa635c63
[ 2026-03-16 17:31:10,154 ] botocore.auth - DEBUG - Signature:
1584058921cfdb738622b32d106b1b87e6e9040a979c10194ba821ca9ff792ed
[ 2026-03-16 17:31:10,154 ] botocore.hooks - DEBUG - Event request-created.s3.ListObjects: calling handler <bound method UserAgentString.rebuild_and_replace_user_agent_handler of <botocore.useragent.UserAgentString object at 0x0000014B436D6250>>
[ 2026-03-16 17:31:10,156 ] botocore.hooks - DEBUG - Event request-created.s3.ListObjects: calling handler <function add_retry_headers at 0x0000014B2F5DEE80>
[ 2026-03-16 17:31:10,157 ] botocore.endpoint - DEBUG - Sending http request: <AWSPreparedRequest stream_output=False, method=GET, url=https://career-swtich-142333318099-ap-southeast-1-an.s3.ap-southeast-1.amazonaws.com/?prefix=model.pkl&encoding-type=url, headers={'User-Agent': b'Boto3/1.42.66 md/Botocore#1.42.66 ua/2.1 os/windows#10 md/arch#amd64 lang/python#3.11.9 md/pyimpl#CPython m/C,D,e,Z,b cfg/retry-mode#legacy Botocore/1.42.66 Resource', 'X-Amz-Date': b'20260316T113110Z', 'X-Amz-Content-SHA256': b'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855', 'Authorization': b'AWS4-HMAC-SHA256 Credential=AKIASCI52CPJT3AMY5HI/20260316/ap-southeast-1/s3/aws4_request, SignedHeaders=host;x-amz-content-sha256;x-amz-date, Signature=1584058921cfdb738622b32d106b1b87e6e9040a979c10194ba821ca9ff792ed', 'amz-sdk-invocation-id': b'dbade186-0eff-405b-9de0-bac8a1f6f435', 'amz-sdk-request': b'attempt=1'}>
[ 2026-03-16 17:31:10,157 ] botocore.httpsession - DEBUG - Certificate path: D:\Data Science\Project\career\Lib\site-packages\certifi\cacert.pem
[ 2026-03-16 17:31:10,157 ] urllib3.connectionpool - DEBUG - Starting new HTTPS connection (1): career-swtich-142333318099-ap-southeast-1-an.s3.ap-southeast-1.amazonaws.com:443
[ 2026-03-16 17:31:11,244 ] urllib3.connectionpool - DEBUG - https://career-swtich-142333318099-ap-southeast-1-an.s3.ap-southeast-1.amazonaws.com:443 "GET /?prefix=model.pkl&encoding-type=url HTTP/1.1" 200 None
[ 2026-03-16 17:31:11,249 ] botocore.hooks - DEBUG - Event before-parse.s3.ListObjects: calling handler <function _handle_200_error at 0x0000014B2F5DF420>
[ 2026-03-16 17:31:11,251 ] botocore.hooks - DEBUG - Event before-parse.s3.ListObjects: calling handler <function handle_expires_header at 0x0000014B2F5DF240>
[ 2026-03-16 17:31:11,251 ] botocore.parsers - DEBUG - Response headers: {'x-amz-id-2': 'EJ1XUioPHHUQKib9s/bnFNwSfuWo0zoENZAd97fbDSU0C4VZZ/ceGuNEAbMT/1pHRkWiBejoAiw=', 'x-amz-request-id': 'ZNMBDV9XN0FGYBHP', 'Date': 'Mon, 16 Mar 2026 11:31:11 GMT', 'x-amz-bucket-region': 'ap-southeast-1', 'Content-Type': 'application/xml', 'Transfer-Encoding': 'chunked', 'Server': 'AmazonS3'}
[ 2026-03-16 17:31:11,251 ] botocore.parsers - DEBUG - Response body:
b'<?xml version="1.0" encoding="UTF-8"?>\n<ListBucketResult xmlns="http://s3.amazonaws.com/doc/2006-03-01/"><Name>career-swtich-142333318099-ap-southeast-1-an</Name><Prefix>model.pkl</Prefix><Marker></Marker><MaxKeys>1000</MaxKeys><EncodingType>url</EncodingType><IsTruncated>false</IsTruncated></ListBucketResult>'
[ 2026-03-16 17:31:11,251 ] botocore.hooks - DEBUG - Event needs-retry.s3.ListObjects: calling handler <function _update_status_code at 0x0000014B2F5DF560>
[ 2026-03-16 17:31:11,256 ] botocore.hooks - DEBUG - Event needs-retry.s3.ListObjects: calling handler <botocore.retryhandler.RetryHandler object at 0x0000014B43740850>
[ 2026-03-16 17:31:11,257 ] botocore.retryhandler - DEBUG - No retry needed.
[ 2026-03-16 17:31:11,257 ] botocore.hooks - DEBUG - Event needs-retry.s3.ListObjects: calling handler <bound method S3RegionRedirectorv2.redirect_from_error of <botocore.utils.S3RegionRedirectorv2 object at 0x0000014B43733E10>>
[ 2026-03-16 17:31:11,260 ] botocore.hooks - DEBUG - Event after-call.s3.ListObjects: calling handler <function decode_list_object at 0x0000014B2F5DE0C0>
[ 2026-03-16 17:31:11,261 ] boto3.resources.factory - DEBUG - Loading s3:ObjectSummary
[ 2026-03-16 17:31:11,261 ] boto3.resources.model - DEBUG - Renaming ObjectSummary attribute key
[ 2026-03-16 17:31:11,265 ] botocore.hooks - DEBUG - Event creating-resource-class.s3.ObjectSummary: calling handler <function lazy_call.<locals>._handler at 0x0000014B41BA68E0>
[ 2026-03-16 17:31:11,265 ] root - INFO - Exited the get_file_object method of SimpleStorageService class
[ 2026-03-16 17:31:11,268 ] root - ERROR - Error occurred in python script: [D:\Data Science\Project\src\cloud_storage\aws_storage.py] at line number [70]: 'list' object has no attribute 'get'
[ 2026-03-16 17:31:11,268 ] root - ERROR - Error occurred in python script: [D:\Data Science\Project\src\cloud_storage\aws_storage.py] at line number [129]: Error occurred in python script: [D:\Data Science\Project\src\cloud_storage\aws_storage.py] at line number [70]: 'list' object has no attribute 'get'
[ 2026-03-16 17:31:11,268 ] root - ERROR - Error occurred in python script: [D:\Data Science\Project\src\entity\s3_estimator.py] at line number [63]: Error occurred in python script: [D:\Data Science\Project\src\cloud_storage\aws_storage.py] at line number [129]: Error occurred in python script: [D:\Data Science\Project\src\cloud_storage\aws_storage.py] at line number [70]: 'list' object has no attribute 'get'
[ 2026-03-16 17:31:11,274 ] root - ERROR - Error occurred in python script: [D:\Data Science\Project\src\pipline\prediction_pipeline.py] at line number [104]: Error occurred in python script: [D:\Data Science\Project\src\entity\s3_estimator.py] at line number [63]: Error occurred in python script: [D:\Data Science\Project\src\cloud_storage\aws_storage.py] at line number [129]: Error occurred in python script: [D:\Data Science\Project\src\cloud_storage\aws_storage.py] at line number [70]: 'list' object has no attribute 'get'
[ 2026-03-16 17:35:21,621 ] asyncio - DEBUG - Using proactor: IocpProactor
[ 2026-03-16 17:35:36,851 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-03-16 17:35:36,853 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[0:22]
[ 2026-03-16 17:35:36,855 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[23:26]
[ 2026-03-16 17:35:36,855 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-03-16 17:35:36,855 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-03-16 17:35:36,855 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[27:33]
[ 2026-03-16 17:35:36,861 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[34:38]
[ 2026-03-16 17:35:36,862 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-03-16 17:35:36,865 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-03-16 17:35:36,867 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[39:54]
[ 2026-03-16 17:35:36,868 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[55:63]
[ 2026-03-16 17:35:36,868 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-03-16 17:35:36,870 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-03-16 17:35:36,871 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[64:83]
[ 2026-03-16 17:35:36,871 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[84:97]
[ 2026-03-16 17:35:36,874 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-03-16 17:35:36,874 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-03-16 17:35:36,874 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[98:117]
[ 2026-03-16 17:35:36,874 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[118:141]
[ 2026-03-16 17:35:36,874 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-03-16 17:35:36,879 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-03-16 17:35:36,880 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[142:158]
[ 2026-03-16 17:35:36,880 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[159:163]
[ 2026-03-16 17:35:36,881 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-03-16 17:35:36,883 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-03-16 17:35:36,883 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[164:174]
[ 2026-03-16 17:35:36,885 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[175:176]
[ 2026-03-16 17:35:36,886 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-03-16 17:35:36,886 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-03-16 17:35:36,886 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[177:189]
[ 2026-03-16 17:35:36,886 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[190:195]
[ 2026-03-16 17:35:36,886 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-03-16 17:35:36,886 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-03-16 17:35:36,886 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[196:208]
[ 2026-03-16 17:35:36,891 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[209:216]
[ 2026-03-16 17:35:36,891 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-03-16 17:35:36,891 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-03-16 17:35:36,891 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[217:229]
[ 2026-03-16 17:35:36,891 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[230:231]
[ 2026-03-16 17:35:36,894 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-03-16 17:35:36,895 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-03-16 17:35:36,895 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[232:246]
[ 2026-03-16 17:35:36,895 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[247:249]
[ 2026-03-16 17:35:36,898 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-03-16 17:35:36,898 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-03-16 17:35:36,899 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[250:254]
[ 2026-03-16 17:35:36,899 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[255:263]
[ 2026-03-16 17:35:36,899 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-03-16 17:35:36,903 ] python_multipart.multipart - DEBUG - Calling on_end with no data
[ 2026-03-16 17:35:36,903 ] root - INFO - Creating dictionary for career data
[ 2026-03-16 17:35:36,903 ] root - INFO - Career data dictionary created successfully and ready for model prediction
[ 2026-03-16 17:35:36,903 ] root - INFO - Initiating prediction process in CareerClassifier
[ 2026-03-16 17:35:36,903 ] botocore.hooks - DEBUG - Changing event name from creating-client-class.iot-data to creating-client-class.iot-data-plane
[ 2026-03-16 17:35:36,917 ] botocore.hooks - DEBUG - Changing event name from before-call.apigateway to before-call.api-gateway
[ 2026-03-16 17:35:36,917 ] botocore.hooks - DEBUG - Changing event name from request-created.machinelearning.Predict to request-created.machine-learning.Predict
[ 2026-03-16 17:35:36,931 ] botocore.hooks - DEBUG - Changing event name from before-parameter-build.autoscaling.CreateLaunchConfiguration to before-parameter-build.auto-scaling.CreateLaunchConfiguration
[ 2026-03-16 17:35:36,934 ] botocore.hooks - DEBUG - Changing event name from before-parameter-build.route53 to before-parameter-build.route-53
[ 2026-03-16 17:35:36,937 ] botocore.hooks - DEBUG - Changing event name from request-created.cloudsearchdomain.Search to request-created.cloudsearch-domain.Search
[ 2026-03-16 17:35:36,937 ] botocore.hooks - DEBUG - Changing event name from docs.*.autoscaling.CreateLaunchConfiguration.complete-section to docs.*.auto-scaling.CreateLaunchConfiguration.complete-section
[ 2026-03-16 17:35:36,946 ] botocore.hooks - DEBUG - Changing event name from before-parameter-build.logs.CreateExportTask to before-parameter-build.cloudwatch-logs.CreateExportTask
[ 2026-03-16 17:35:36,950 ] botocore.hooks - DEBUG - Changing event name from docs.*.logs.CreateExportTask.complete-section to docs.*.cloudwatch-logs.CreateExportTask.complete-section
[ 2026-03-16 17:35:36,951 ] botocore.hooks - DEBUG - Changing event name from before-parameter-build.cloudsearchdomain.Search to before-parameter-build.cloudsearch-domain.Search
[ 2026-03-16 17:35:36,951 ] botocore.hooks - DEBUG - Changing event name from docs.*.cloudsearchdomain.Search.complete-section to docs.*.cloudsearch-domain.Search.complete-section
[ 2026-03-16 17:35:37,103 ] botocore.loaders - DEBUG - Loading JSON file: D:\Data Science\Project\career\Lib\site-packages\boto3\data\s3\2006-03-01\resources-1.json
[ 2026-03-16 17:35:37,113 ] botocore.loaders - DEBUG - Loading JSON file: D:\Data Science\Project\career\Lib\site-packages\botocore\data\endpoints.json
[ 2026-03-16 17:35:37,255 ] botocore.loaders - DEBUG - Loading JSON file: D:\Data Science\Project\career\Lib\site-packages\botocore\data\sdk-default-configuration.json
[ 2026-03-16 17:35:37,255 ] botocore.hooks - DEBUG - Event choose-service-name: calling handler <function handle_service_name_alias at 0x000002300BC562A0>
[ 2026-03-16 17:35:37,417 ] botocore.loaders - DEBUG - Loading JSON file: D:\Data Science\Project\career\Lib\site-packages\botocore\data\s3\2006-03-01\service-2.json.gz
[ 2026-03-16 17:35:37,447 ] botocore.loaders - DEBUG - Loading JSON file: D:\Data Science\Project\career\Lib\site-packages\botocore\data\s3\2006-03-01\service-2.sdk-extras.json
[ 2026-03-16 17:35:37,602 ] botocore.loaders - DEBUG - Loading JSON file: D:\Data Science\Project\career\Lib\site-packages\botocore\data\s3\2006-03-01\endpoint-rule-set-1.json.gz
[ 2026-03-16 17:35:37,617 ] botocore.loaders - DEBUG - Loading JSON file: D:\Data Science\Project\career\Lib\site-packages\botocore\data\partitions.json
[ 2026-03-16 17:35:37,623 ] botocore.hooks - DEBUG - Event creating-client-class.s3: calling handler <function add_generate_presigned_post at 0x000002300BC4B9C0>
[ 2026-03-16 17:35:37,623 ] botocore.hooks - DEBUG - Event creating-client-class.s3: calling handler <function lazy_call.<locals>._handler at 0x000002301F4382C0>
[ 2026-03-16 17:35:37,631 ] botocore.hooks - DEBUG - Event creating-client-class.s3: calling handler <function add_generate_presigned_url at 0x000002300BC4B740>
[ 2026-03-16 17:35:37,631 ] botocore.configprovider - DEBUG - Looking for endpoint for s3 via: environment_service
[ 2026-03-16 17:35:37,631 ] botocore.configprovider - DEBUG - Looking for endpoint for s3 via: environment_global
[ 2026-03-16 17:35:37,631 ] botocore.configprovider - DEBUG - Looking for endpoint for s3 via: config_service
[ 2026-03-16 17:35:37,640 ] botocore.configprovider - DEBUG - Looking for endpoint for s3 via: config_global
[ 2026-03-16 17:35:37,640 ] botocore.configprovider - DEBUG - No configured endpoint found.
[ 2026-03-16 17:35:37,643 ] botocore.endpoint - DEBUG - Setting s3 timeout as (60, 60)
[ 2026-03-16 17:35:37,651 ] botocore.loaders - DEBUG - Loading JSON file: D:\Data Science\Project\career\Lib\site-packages\botocore\data\_retry.json
[ 2026-03-16 17:35:37,651 ] botocore.client - DEBUG - Registering retry handlers for service: s3
[ 2026-03-16 17:35:37,651 ] botocore.utils - DEBUG - Registering S3 region redirector handler
[ 2026-03-16 17:35:37,651 ] botocore.utils - DEBUG - Registering S3Express Identity Resolver
[ 2026-03-16 17:35:37,664 ] boto3.resources.factory - DEBUG - Loading s3:s3
[ 2026-03-16 17:35:37,668 ] botocore.hooks - DEBUG - Event choose-service-name: calling handler <function handle_service_name_alias at 0x000002300BC562A0>
[ 2026-03-16 17:35:37,673 ] botocore.hooks - DEBUG - Event creating-client-class.s3: calling handler <function add_generate_presigned_post at 0x000002300BC4B9C0>
[ 2026-03-16 17:35:37,673 ] botocore.hooks - DEBUG - Event creating-client-class.s3: calling handler <function lazy_call.<locals>._handler at 0x000002301F4382C0>
[ 2026-03-16 17:35:37,673 ] botocore.hooks - DEBUG - Event creating-client-class.s3: calling handler <function add_generate_presigned_url at 0x000002300BC4B740>
[ 2026-03-16 17:35:37,673 ] botocore.configprovider - DEBUG - Looking for endpoint for s3 via: environment_service
[ 2026-03-16 17:35:37,673 ] botocore.configprovider - DEBUG - Looking for endpoint for s3 via: environment_global
[ 2026-03-16 17:35:37,673 ] botocore.configprovider - DEBUG - Looking for endpoint for s3 via: config_service
[ 2026-03-16 17:35:37,673 ] botocore.configprovider - DEBUG - Looking for endpoint for s3 via: config_global
[ 2026-03-16 17:35:37,673 ] botocore.configprovider - DEBUG - No configured endpoint found.
[ 2026-03-16 17:35:37,683 ] botocore.endpoint - DEBUG - Setting s3 timeout as (60, 60)
[ 2026-03-16 17:35:37,688 ] botocore.client - DEBUG - Registering retry handlers for service: s3
[ 2026-03-16 17:35:37,688 ] botocore.utils - DEBUG - Registering S3 region redirector handler
[ 2026-03-16 17:35:37,688 ] botocore.utils - DEBUG - Registering S3Express Identity Resolver
[ 2026-03-16 17:35:37,688 ] root - INFO - Entered the get_file_object method
[ 2026-03-16 17:35:37,688 ] root - INFO - Entered the get_bucket method of SimpleStorageService class
[ 2026-03-16 17:35:37,688 ] boto3.resources.factory - DEBUG - Loading s3:Bucket
[ 2026-03-16 17:35:37,688 ] boto3.resources.model - DEBUG - Renaming Bucket attribute name
[ 2026-03-16 17:35:37,696 ] botocore.hooks - DEBUG - Event creating-resource-class.s3.Bucket: calling handler <function lazy_call.<locals>._handler at 0x000002301F438C20>
[ 2026-03-16 17:35:37,696 ] root - INFO - Exited the get_bucket method of SimpleStorageService class
[ 2026-03-16 17:35:37,824 ] botocore.loaders - DEBUG - Loading JSON file: D:\Data Science\Project\career\Lib\site-packages\botocore\data\s3\2006-03-01\paginators-1.json
[ 2026-03-16 17:35:37,824 ] botocore.loaders - DEBUG - Loading JSON file: D:\Data Science\Project\career\Lib\site-packages\botocore\data\s3\2006-03-01\paginators-1.sdk-extras.json
[ 2026-03-16 17:35:37,824 ] boto3.resources.collection - DEBUG - Calling paginated s3:list_objects with {'Bucket': 'career-swtich-142333318099-ap-southeast-1-an', 'Prefix': 'model.pkl'}
[ 2026-03-16 17:35:37,824 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.ListObjects: calling handler <function set_list_objects_encoding_type_url at 0x000002300BECDF80>
[ 2026-03-16 17:35:37,833 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.ListObjects: calling handler <function validate_bucket_name at 0x000002300BECCAE0>
[ 2026-03-16 17:35:37,833 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.ListObjects: calling handler <function remove_bucket_from_url_paths_from_model at 0x000002300BECEE80>
[ 2026-03-16 17:35:37,833 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.ListObjects: calling handler <bound method S3RegionRedirectorv2.annotate_request_context of <botocore.utils.S3RegionRedirectorv2 object at 0x000002301E3F53D0>>
[ 2026-03-16 17:35:37,835 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.ListObjects: calling handler <bound method ClientCreator._inject_s3_input_parameters of <botocore.client.ClientCreator object at 0x000002301FD04910>>
[ 2026-03-16 17:35:37,835 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.ListObjects: calling handler <function generate_idempotent_uuid at 0x000002300BECC900>
[ 2026-03-16 17:35:37,835 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.ListObjects: calling handler <function _handle_request_validation_mode_member at 0x000002300BECF560>
[ 2026-03-16 17:35:37,835 ] botocore.hooks - DEBUG - Event before-endpoint-resolution.s3: calling handler <function customize_endpoint_resolver_builtins at 0x000002300BECF060>
[ 2026-03-16 17:35:37,835 ] botocore.hooks - DEBUG - Event before-endpoint-resolution.s3: calling handler <bound method S3RegionRedirectorv2.redirect_from_cache of <botocore.utils.S3RegionRedirectorv2 object at 0x000002301E3F53D0>>
[ 2026-03-16 17:35:37,835 ] botocore.regions - DEBUG - Calling endpoint provider with parameters: {'Bucket': 'career-swtich-142333318099-ap-southeast-1-an', 'Region': 'ap-southeast-1', 'UseFIPS': False, 'UseDualStack': False, 'ForcePathStyle': False, 'Accelerate': False, 'UseGlobalEndpoint': False, 'Prefix': 'model.pkl', 'DisableMultiRegionAccessPoints': False, 'UseArnRegion': True}
[ 2026-03-16 17:35:37,841 ] botocore.regions - DEBUG - Endpoint provider result: https://career-swtich-142333318099-ap-southeast-1-an.s3.ap-southeast-1.amazonaws.com
[ 2026-03-16 17:35:37,841 ] botocore.regions - DEBUG - Selecting from endpoint provider's list of auth schemes: "sigv4". User selected auth scheme is: "None"
[ 2026-03-16 17:35:37,841 ] botocore.regions - DEBUG - Selected auth type "v4" as "v4" with signing context params: {'region': 'ap-southeast-1', 'signing_name': 's3', 'disableDoubleEncoding': True}
[ 2026-03-16 17:35:37,843 ] botocore.hooks - DEBUG - Event before-call.s3.ListObjects: calling handler <function add_expect_header at 0x000002300BECCEA0>
